Seasonal,T24Seasonal,T24Dry,T24Dew,Hour,Date,WeekDay,Month
0,33,63,53,14,26,6,7
53,172,63,55,15,26,6,7
181,353,64,55,16,26,6,7
183,416,63,56,17,26,6,7
198,413,63,56,18,26,6,7
422,592,63,56,19,26,6,7
687,746,62,57,20,26,6,7
714,715,61,57,21,26,6,7
1216,1414,61,57,22,26,6,7
2398,2681,61,57,23,26,6,7
3715,3930,61,57,24,26,6,7
5799,5248,61,58,1,27,7,7
6465,5775,61,58,2,27,7,7
6890,6065,61,59,3,27,7,7
7111,6142,61,59,4,27,7,7
7134,5915,61,59,5,27,7,7
6974,5166,61,59,6,27,7,7
6440,3911,61,59,7,27,7,7
5272,2471,61,59,8,27,7,7
3943,1513,62,60,9,27,7,7
2751,874,62,60,10,27,7,7
1816,412,64,60,11,27,7,7
1179,151,65,61,12,27,7,7
789,98,67,62,13,27,7,7
607,0,69,62,14,27,7,7
427,53,71,62,15,27,7,7
226,181,72,62,16,27,7,7
62,183,72,62,17,27,7,7
0,198,72,61,18,27,7,7
334,422,71,62,19,27,7,7
848,687,71,62,20,27,7,7
837,714,70,62,21,27,7,7
1304,1216,69,62,22,27,7,7
2490,2398,67,61,23,27,7,7
3805,3715,66,61,24,27,7,7
4803,5799,65,61,1,28,1,7
5486,6465,65,61,2,28,1,7
5949,6890,64,60,3,28,1,7
6192,7111,63,60,4,28,1,7
6282,7134,62,59,5,28,1,7
6215,6974,62,59,6,28,1,7
5989,6440,60,59,7,28,1,7
5230,5272,63,60,8,28,1,7
4081,3943,65,62,9,28,1,7
2961,2751,68,62,10,28,1,7
1999,1816,71,63,11,28,1,7
1172,1179,75,63,12,28,1,7
558,789,78,63,13,28,1,7
221,607,80,61,14,28,1,7
55,427,81,59,15,28,1,7
0,226,81,60,16,28,1,7
4,62,80,61,17,28,1,7
6,0,80,61,18,28,1,7
198,334,79,61,19,28,1,7
358,848,76,62,20,28,1,7
295,837,74,62,21,28,1,7
1000,1304,72,63,22,28,1,7
2322,2490,70,63,23,28,1,7
3664,3805,68,63,24,28,1,7
8526,4803,67,63,1,29,2,7
9128,5486,66,63,2,29,2,7
9463,5949,66,64,3,29,2,7
9555,6192,65,63,4,29,2,7
9293,6282,64,63,5,29,2,7
8498,6215,65,63,6,29,2,7
7082,5989,65,63,7,29,2,7
5438,5230,67,64,8,29,2,7
4209,4081,68,65,9,29,2,7
3238,2961,69,64,10,29,2,7
2328,1999,73,65,11,29,2,7
1536,1172,73,65,12,29,2,7
1015,558,76,64,13,29,2,7
578,221,76,65,14,29,2,7
235,55,77,65,15,29,2,7
0,0,76,66,16,29,2,7
39,4,76,65,17,29,2,7
273,6,75,65,18,29,2,7
778,198,74,65,19,29,2,7
1544,358,73,65,20,29,2,7
1912,295,72,66,21,29,2,7
2898,1000,70,65,22,29,2,7
4728,2322,70,66,23,29,2,7
6552,3664,69,65,24,29,2,7
6151,8526,69,65,1,30,3,7
6997,9128,68,65,2,30,3,7
7515,9463,67,65,3,30,3,7
7820,9555,67,65,4,30,3,7
7779,9293,67,66,5,30,3,7
7230,8498,67,66,6,30,3,7
6066,7082,67,66,7,30,3,7
4451,5438,68,66,8,30,3,7
3295,4209,69,67,9,30,3,7
2425,3238,72,67,10,30,3,7
1683,2328,73,66,11,30,3,7
1174,1536,76,66,12,30,3,7
835,1015,78,65,13,30,3,7
476,578,78,65,14,30,3,7
251,235,79,66,15,30,3,7
113,0,80,63,16,30,3,7
0,39,81,63,17,30,3,7
125,273,80,63,18,30,3,7
625,778,79,65,19,30,3,7
1328,1544,78,63,20,30,3,7
1459,1912,75,61,21,30,3,7
2296,2898,73,60,22,30,3,7
3971,4728,71,61,23,30,3,7
5645,6552,69,62,24,30,3,7
6886,6151,69,61,1,31,4,7
7647,6997,67,60,2,31,4,7
8117,7515,66,59,3,31,4,7
8327,7820,65,59,4,31,4,7
8205,7779,64,57,5,31,4,7
7608,7230,64,56,6,31,4,7
6322,6066,62,56,7,31,4,7
4673,4451,65,56,8,31,4,7
3455,3295,68,56,9,31,4,7
2562,2425,70,56,10,31,4,7
1787,1683,73,56,11,31,4,7
1192,1174,75,57,12,31,4,7
823,835,76,56,13,31,4,7
453,476,78,56,14,31,4,7
203,251,79,55,15,31,4,7
81,113,80,55,16,31,4,7
0,0,80,53,17,31,4,7
181,125,79,54,18,31,4,7
797,625,77,55,19,31,4,7
1384,1328,76,56,20,31,4,7
1339,1459,73,57,21,31,4,7
2123,2296,71,58,22,31,4,7
3767,3971,70,57,23,31,4,7
5409,5645,69,57,24,31,4,7
6258,6886,67,57,1,1,5,8
7041,7647,66,57,2,1,5,8
7512,8117,64,57,3,1,5,8
7748,8327,64,57,4,1,5,8
7617,8205,63,56,5,1,5,8
6942,7608,62,56,6,1,5,8
5644,6322,61,56,7,1,5,8
4015,4673,64,57,8,1,5,8
2686,3455,69,57,9,1,5,8
1679,2562,71,57,10,1,5,8
834,1787,74,57,11,1,5,8
318,1192,76,56,12,1,5,8
106,823,76,56,13,1,5,8
0,453,77,56,14,1,5,8
81,203,78,57,15,1,5,8
378,81,79,55,16,1,5,8
769,0,78,56,17,1,5,8
1115,181,78,56,18,1,5,8
1549,797,77,58,19,1,5,8
1775,1384,76,59,20,1,5,8
1801,1339,73,60,21,1,5,8
2645,2123,71,61,22,1,5,8
4099,3767,70,61,23,1,5,8
5550,5409,68,61,24,1,5,8
6993,6258,67,61,1,2,6,8
7653,7041,66,61,2,2,6,8
8027,7512,65,61,3,2,6,8
8174,7748,65,61,4,2,6,8
7982,7617,64,60,5,2,6,8
7241,6942,63,59,6,2,6,8
5965,5644,62,59,7,2,6,8
4527,4015,64,61,8,2,6,8
3403,2686,68,63,9,2,6,8
2500,1679,71,64,10,2,6,8
1667,834,73,64,11,2,6,8
1091,318,76,64,12,2,6,8
694,106,77,63,13,2,6,8
265,0,77,62,14,2,6,8
57,81,75,63,15,2,6,8
0,378,74,64,16,2,6,8
72,769,72,64,17,2,6,8
308,1115,71,62,18,2,6,8
941,1549,69,63,19,2,6,8
1671,1775,69,63,20,2,6,8
1802,1801,68,63,21,2,6,8
2461,2645,68,62,22,2,6,8
3841,4099,67,63,23,2,6,8
5307,5550,67,63,24,2,6,8
3255,6993,66,63,1,3,7,8
4047,7653,66,63,2,3,7,8
4590,8027,65,63,3,3,7,8
4916,8174,65,63,4,3,7,8
5007,7982,66,63,5,3,7,8
4818,7241,65,63,6,3,7,8
4396,5965,65,64,7,3,7,8
3496,4527,65,64,8,3,7,8
2388,3403,67,64,9,3,7,8
1525,2500,69,64,10,3,7,8
1050,1667,71,64,11,3,7,8
839,1091,75,62,12,3,7,8
700,694,77,62,13,3,7,8
655,265,79,61,14,3,7,8
612,57,81,59,15,3,7,8
441,0,80,58,16,3,7,8
155,72,81,57,17,3,7,8
0,308,81,57,18,3,7,8
171,941,80,58,19,3,7,8
571,1671,78,59,20,3,7,8
443,1802,75,60,21,3,7,8
919,2461,73,61,22,3,7,8
2005,3841,71,61,23,3,7,8
3288,5307,69,62,24,3,7,8
3948,3255,68,62,1,4,1,8
4699,4047,68,62,2,4,1,8
5180,4590,66,61,3,4,1,8
5508,4916,66,60,4,4,1,8
5641,5007,65,60,5,4,1,8
5650,4818,65,60,6,4,1,8
5528,4396,65,60,7,4,1,8
4658,3496,66,60,8,4,1,8
3403,2388,67,59,9,4,1,8
2347,1525,69,59,10,4,1,8
1554,1050,69,59,11,4,1,8
1008,839,70,60,12,4,1,8
656,700,72,60,13,4,1,8
516,655,75,60,14,4,1,8
372,612,75,59,15,4,1,8
205,441,76,59,16,4,1,8
10,155,77,58,17,4,1,8
0,0,78,58,18,4,1,8
209,171,76,59,19,4,1,8
588,571,73,60,20,4,1,8
446,443,71,61,21,4,1,8
1086,919,69,61,22,4,1,8
2365,2005,68,61,23,4,1,8
3698,3288,66,60,24,4,1,8
5528,3948,65,60,1,5,2,8
6142,4699,64,58,2,5,2,8
6485,5180,62,56,3,5,2,8
6581,5508,62,55,4,5,2,8
6389,5641,61,55,5,5,2,8
5726,5650,60,54,6,5,2,8
4516,5528,60,54,7,5,2,8
2988,4658,62,55,8,5,2,8
1967,3403,66,55,9,5,2,8
1360,2347,69,56,10,5,2,8
906,1554,72,56,11,5,2,8
674,1008,74,54,12,5,2,8
560,656,74,55,13,5,2,8
359,516,75,54,14,5,2,8
268,372,77,54,15,5,2,8
191,205,77,53,16,5,2,8
49,10,74,55,17,5,2,8
0,0,73,56,18,5,2,8
342,209,72,55,19,5,2,8
834,588,70,54,20,5,2,8
804,446,68,55,21,5,2,8
1691,1086,66,55,22,5,2,8
3230,2365,64,54,23,5,2,8
4640,3698,64,52,24,5,2,8
6189,5528,62,52,1,6,3,8
6804,6142,61,51,2,6,3,8
7137,6485,59,51,3,6,3,8
7273,6581,58,51,4,6,3,8
7093,6389,58,51,5,6,3,8
6440,5726,56,50,6,6,3,8
5265,4516,57,50,7,6,3,8
3838,2988,59,51,8,6,3,8
2733,1967,62,51,9,6,3,8
1976,1360,64,48,10,6,3,8
1289,906,66,45,11,6,3,8
853,674,68,43,12,6,3,8
579,560,70,43,13,6,3,8
243,359,72,42,14,6,3,8
123,268,73,43,15,6,3,8
81,191,74,43,16,6,3,8
0,49,75,42,17,6,3,8
68,0,75,42,18,6,3,8
496,342,75,43,19,6,3,8
973,834,73,43,20,6,3,8
877,804,69,46,21,6,3,8
1687,1691,67,45,22,6,3,8
3176,3230,64,46,23,6,3,8
4686,4640,62,48,24,6,3,8
6067,6189,61,47,1,7,4,8
6705,6804,60,47,2,7,4,8
7078,7137,58,46,3,7,4,8
7236,7273,58,47,4,7,4,8
7058,7093,57,47,5,7,4,8
6386,6440,56,47,6,7,4,8
5164,5265,54,47,7,7,4,8
3639,3838,57,49,8,7,4,8
2515,2733,62,49,9,7,4,8
1706,1976,65,50,10,7,4,8
1097,1289,68,51,11,7,4,8
694,853,71,50,12,7,4,8
465,579,73,50,13,7,4,8
203,243,75,51,14,7,4,8
46,123,75,50,15,7,4,8
10,81,75,50,16,7,4,8
0,0,75,50,17,7,4,8
199,68,75,51,18,7,4,8
701,496,74,52,19,7,4,8
1035,973,72,54,20,7,4,8
851,877,70,55,21,7,4,8
1654,1687,67,55,22,7,4,8
3108,3176,65,56,23,7,4,8
4492,4686,64,55,24,7,4,8
7265,6067,63,56,1,8,5,8
7892,6705,61,56,2,8,5,8
8207,7078,60,56,3,8,5,8
8268,7236,59,55,4,8,5,8
7984,7058,58,55,5,8,5,8
7172,6386,58,55,6,8,5,8
5818,5164,58,54,7,8,5,8
4353,3639,60,56,8,8,5,8
3277,2515,64,58,9,8,5,8
2452,1706,67,59,10,8,5,8
1790,1097,70,59,11,8,5,8
1340,694,73,55,12,8,5,8
1016,465,74,55,13,8,5,8
643,203,75,54,14,8,5,8
369,46,76,55,15,8,5,8
163,10,77,55,16,8,5,8
0,0,76,56,17,8,5,8
68,199,76,55,18,8,5,8
440,701,74,55,19,8,5,8
753,1035,73,56,20,8,5,8
534,851,70,58,21,8,5,8
1368,1654,69,58,22,8,5,8
2899,3108,68,59,23,8,5,8
4405,4492,67,58,24,8,5,8
5198,7265,67,59,1,9,6,8
5879,7892,67,59,2,9,6,8
6270,8207,67,60,3,9,6,8
6431,8268,67,61,4,9,6,8
6221,7984,67,62,5,9,6,8
5415,7172,67,63,6,9,6,8
4058,5818,67,63,7,9,6,8
2537,4353,68,64,8,9,6,8
1467,3277,68,66,9,9,6,8
737,2452,70,67,10,9,6,8
242,1790,71,67,11,9,6,8
0,1340,73,67,12,9,6,8
73,1016,74,68,13,9,6,8
96,643,75,68,14,9,6,8
268,369,78,69,15,9,6,8
426,163,79,68,16,9,6,8
388,0,80,68,17,9,6,8
411,68,79,68,18,9,6,8
665,440,78,68,19,9,6,8
932,753,76,69,20,9,6,8
796,534,75,69,21,9,6,8
1484,1368,74,69,22,9,6,8
2709,2899,73,69,23,9,6,8
4179,4405,73,69,24,9,6,8
3707,5198,72,68,1,10,7,8
4476,5879,72,68,2,10,7,8
5003,6270,72,68,3,10,7,8
5383,6431,72,68,4,10,7,8
5550,6221,72,68,5,10,7,8
5471,5415,72,69,6,10,7,8
5185,4058,71,69,7,10,7,8
4096,2537,72,70,8,10,7,8
2764,1467,72,70,9,10,7,8
1696,737,72,70,10,10,7,8
960,242,72,70,11,10,7,8
516,0,73,71,12,10,7,8
306,73,73,71,13,10,7,8
246,96,73,71,14,10,7,8
210,268,73,71,15,10,7,8
139,426,73,71,16,10,7,8
0,388,75,71,17,10,7,8
17,411,75,72,18,10,7,8
477,665,75,72,19,10,7,8
1139,932,75,72,20,10,7,8
1178,796,74,71,21,10,7,8
1910,1484,73,71,22,10,7,8
3127,2709,73,71,23,10,7,8
4496,4179,72,70,24,10,7,8
4258,3707,72,70,1,11,1,8
5016,4476,71,69,2,11,1,8
5516,5003,71,69,3,11,1,8
5815,5383,70,67,4,11,1,8
5950,5550,69,65,5,11,1,8
5964,5471,68,63,6,11,1,8
5818,5185,67,62,7,11,1,8
4981,4096,68,62,8,11,1,8
3824,2764,69,62,9,11,1,8
2799,1696,73,61,10,11,1,8
2089,960,75,59,11,11,1,8
1614,516,77,59,12,11,1,8
1320,306,79,58,13,11,1,8
1110,246,80,57,14,11,1,8
890,210,81,56,15,11,1,8
605,139,81,54,16,11,1,8
247,0,81,54,17,11,1,8
0,17,81,54,18,11,1,8
140,477,79,53,19,11,1,8
416,1139,77,53,20,11,1,8
140,1178,72,52,21,11,1,8
852,1910,70,51,22,11,1,8
2135,3127,68,51,23,11,1,8
3409,4496,66,50,24,11,1,8
7363,4258,64,50,1,12,2,8
7957,5016,62,50,2,12,2,8
8278,5516,60,50,3,12,2,8
8372,5815,59,49,4,12,2,8
8133,5950,58,50,5,12,2,8
7387,5964,57,50,6,12,2,8
6196,5818,56,50,7,12,2,8
4713,4981,59,51,8,12,2,8
3550,3824,63,52,9,12,2,8
2642,2799,67,52,10,12,2,8
1911,2089,70,52,11,12,2,8
1407,1614,73,49,12,12,2,8
1028,1320,74,50,13,12,2,8
586,1110,75,50,14,12,2,8
321,890,76,51,15,12,2,8
150,605,78,51,16,12,2,8
0,247,78,52,17,12,2,8
0,0,77,52,18,12,2,8
450,140,76,53,19,12,2,8
1002,416,75,54,20,12,2,8
921,140,72,55,21,12,2,8
1959,852,70,56,22,12,2,8
3638,2135,69,57,23,12,2,8
5221,3409,66,58,24,12,2,8
5061,7363,65,58,1,13,3,8
5732,7957,64,58,2,13,3,8
6132,8278,63,58,3,13,3,8
6302,8372,63,58,4,13,3,8
6103,8133,63,58,5,13,3,8
5330,7387,63,58,6,13,3,8
4042,6196,62,58,7,13,3,8
2604,4713,63,58,8,13,3,8
1581,3550,66,59,9,13,3,8
841,2642,70,57,10,13,3,8
280,1911,73,57,11,13,3,8
20,1407,75,55,12,13,3,8
0,1028,77,54,13,13,3,8
8,586,77,55,14,13,3,8
134,321,78,56,15,13,3,8
222,150,79,55,16,13,3,8
120,0,80,56,17,13,3,8
58,0,79,56,18,13,3,8
390,450,79,57,19,13,3,8
668,1002,77,58,20,13,3,8
516,921,74,59,21,13,3,8
1448,1959,71,61,22,13,3,8
2929,3638,69,62,23,13,3,8
4374,5221,68,61,24,13,3,8
4423,5061,67,62,1,14,4,8
5070,5732,67,62,2,14,4,8
5468,6132,66,61,3,14,4,8
5657,6302,66,61,4,14,4,8
5550,6103,65,61,5,14,4,8
4933,5330,65,62,6,14,4,8
3886,4042,65,62,7,14,4,8
2585,2604,66,63,8,14,4,8
1652,1581,68,64,9,14,4,8
1037,841,69,65,10,14,4,8
553,280,69,66,11,14,4,8
255,20,70,66,12,14,4,8
169,0,71,66,13,14,4,8
66,8,71,66,14,14,4,8
22,134,71,65,15,14,4,8
28,222,72,64,16,14,4,8
0,120,72,63,17,14,4,8
115,58,73,63,18,14,4,8
577,390,72,64,19,14,4,8
960,668,71,64,20,14,4,8
796,516,69,64,21,14,4,8
1665,1448,67,64,22,14,4,8
3103,2929,67,64,23,14,4,8
4516,4374,66,63,24,14,4,8
5549,4423,66,63,1,15,5,8
6165,5070,66,63,2,15,5,8
6519,5468,65,61,3,15,5,8
6676,5657,64,59,4,15,5,8
6521,5550,63,57,5,15,5,8
5847,4933,62,54,6,15,5,8
4702,3886,60,52,7,15,5,8
3259,2585,60,51,8,15,5,8
2215,1652,62,50,9,15,5,8
1462,1037,64,50,10,15,5,8
852,553,66,50,11,15,5,8
507,255,68,50,12,15,5,8
363,169,69,50,13,15,5,8
129,66,71,50,14,15,5,8
64,22,71,50,15,15,5,8
36,28,72,50,16,15,5,8
0,0,73,50,17,15,5,8
111,115,73,50,18,15,5,8
561,577,72,50,19,15,5,8
897,960,70,50,20,15,5,8
715,796,66,51,21,15,5,8
1608,1665,64,51,22,15,5,8
3009,3103,63,51,23,15,5,8
4412,4516,61,50,24,15,5,8
5626,5549,60,51,1,16,6,8
6256,6165,59,50,2,16,6,8
6632,6519,58,51,3,16,6,8
6806,6676,56,50,4,16,6,8
6657,6521,56,50,5,16,6,8
5977,5847,56,50,6,16,6,8
4891,4702,55,49,7,16,6,8
3436,3259,57,51,8,16,6,8
2269,2215,61,51,9,16,6,8
1419,1462,65,51,10,16,6,8
771,852,68,50,11,16,6,8
395,507,70,49,12,16,6,8
219,363,72,48,13,16,6,8
37,129,74,48,14,16,6,8
0,64,74,48,15,16,6,8
56,36,75,47,16,16,6,8
44,0,74,47,17,16,6,8
201,111,74,49,18,16,6,8
692,561,75,49,19,16,6,8
1102,897,72,49,20,16,6,8
1010,715,68,51,21,16,6,8
1803,1608,65,52,22,16,6,8
3043,3009,63,52,23,16,6,8
4362,4412,63,53,24,16,6,8
4207,5626,62,53,1,17,7,8
4887,6256,60,53,2,17,7,8
5306,6632,58,52,3,17,7,8
5563,6806,56,52,4,17,7,8
5603,6657,55,52,5,17,7,8
5402,5977,55,51,6,17,7,8
5050,4891,55,52,7,17,7,8
4029,3436,56,52,8,17,7,8
2732,2269,63,52,9,17,7,8
1689,1419,66,54,10,17,7,8
1025,771,70,53,11,17,7,8
637,395,72,53,12,17,7,8
397,219,74,52,13,17,7,8
363,37,75,51,14,17,7,8
320,0,76,51,15,17,7,8
215,56,75,51,16,17,7,8
43,44,76,51,17,17,7,8
0,201,77,52,18,17,7,8
300,692,76,51,19,17,7,8
548,1102,74,52,20,17,7,8
316,1010,71,54,21,17,7,8
992,1803,67,57,22,17,7,8
2090,3043,65,57,23,17,7,8
3288,4362,64,56,24,17,7,8
4104,4207,63,56,1,18,1,8
4753,4887,62,56,2,18,1,8
5172,5306,62,55,3,18,1,8
5410,5563,60,55,4,18,1,8
5483,5603,59,55,5,18,1,8
5403,5402,59,54,6,18,1,8
5249,5050,58,54,7,18,1,8
4464,4029,60,54,8,18,1,8
3370,2732,64,55,9,18,1,8
2387,1689,68,56,10,18,1,8
1582,1025,71,56,11,18,1,8
987,637,73,57,12,18,1,8
660,397,74,57,13,18,1,8
521,363,75,55,14,18,1,8
554,320,76,54,15,18,1,8
548,215,77,53,16,18,1,8
455,43,77,53,17,18,1,8
258,0,76,52,18,18,1,8
276,300,75,53,19,18,1,8
184,548,74,55,20,18,1,8
0,316,70,59,21,18,1,8
803,992,69,58,22,18,1,8
2027,2090,67,58,23,18,1,8
3258,3288,66,58,24,18,1,8
7194,4104,65,58,1,19,2,8
7770,4753,64,57,2,19,2,8
8093,5172,62,57,3,19,2,8
8188,5410,62,57,4,19,2,8
7959,5483,61,57,5,19,2,8
7201,5403,60,57,6,19,2,8
6025,5249,60,56,7,19,2,8
4511,4464,62,57,8,19,2,8
3227,3370,64,59,9,19,2,8
2230,2387,67,59,10,19,2,8
1362,1582,70,59,11,19,2,8
760,987,72,59,12,19,2,8
410,660,74,60,13,19,2,8
74,521,75,59,14,19,2,8
0,554,75,58,15,19,2,8
101,548,75,58,16,19,2,8
244,455,74,58,17,19,2,8
401,258,73,59,18,19,2,8
730,276,74,59,19,19,2,8
886,184,72,60,20,19,2,8
794,0,70,60,21,19,2,8
1834,803,68,60,22,19,2,8
3440,2027,67,59,23,19,2,8
4929,3258,66,58,24,19,2,8
8071,7194,65,58,1,20,3,8
8758,7770,64,57,2,20,3,8
9207,8093,63,57,3,20,3,8
9418,8188,62,57,4,20,3,8
9301,7959,62,57,5,20,3,8
8570,7201,61,58,6,20,3,8
7352,6025,61,57,7,20,3,8
5859,4511,62,58,8,20,3,8
4572,3227,66,59,9,20,3,8
3465,2230,70,60,10,20,3,8
2509,1362,74,60,11,20,3,8
1756,760,77,59,12,20,3,8
1191,410,78,58,13,20,3,8
701,74,79,58,14,20,3,8
395,0,80,58,15,20,3,8
124,101,80,58,16,20,3,8
0,244,79,58,17,20,3,8
119,401,78,59,18,20,3,8
721,730,78,58,19,20,3,8
1262,886,76,60,20,20,3,8
1328,794,73,60,21,20,3,8
2562,1834,72,60,22,20,3,8
4387,3440,70,61,23,20,3,8
6115,4929,70,61,24,20,3,8
8734,8071,69,61,1,21,4,8
9544,8758,68,61,2,21,4,8
10069,9207,67,60,3,21,4,8
10333,9418,66,60,4,21,4,8
10222,9301,65,60,5,21,4,8
9518,8570,64,59,6,21,4,8
8325,7352,63,59,7,21,4,8
6758,5859,65,59,8,21,4,8
5390,4572,69,60,9,21,4,8
4166,3465,73,60,10,21,4,8
3111,2509,76,60,11,21,4,8
2084,1756,79,60,12,21,4,8
1374,1191,80,60,13,21,4,8
716,701,81,60,14,21,4,8
351,395,83,59,15,21,4,8
88,124,84,57,16,21,4,8
0,0,84,57,17,21,4,8
220,119,84,58,18,21,4,8
991,721,81,60,19,21,4,8
1542,1262,79,61,20,21,4,8
1706,1328,74,62,21,21,4,8
3039,2562,72,62,22,21,4,8
4952,4387,71,62,23,21,4,8
6773,6115,71,62,24,21,4,8
6944,8734,69,61,1,22,5,8
7786,9544,69,61,2,22,5,8
8327,10069,68,61,3,22,5,8
8584,10333,67,61,4,22,5,8
8458,10222,66,60,5,22,5,8
7702,9518,65,59,6,22,5,8
6486,8325,64,59,7,22,5,8
4901,6758,66,60,8,22,5,8
3517,5390,70,62,9,22,5,8
2378,4166,74,62,10,22,5,8
1357,3111,77,62,11,22,5,8
648,2084,80,63,12,22,5,8
258,1374,82,62,13,22,5,8
41,716,83,62,14,22,5,8
0,351,84,61,15,22,5,8
167,88,85,61,16,22,5,8
317,0,86,61,17,22,5,8
485,220,86,61,18,22,5,8
1087,991,84,60,19,22,5,8
1303,1542,82,62,20,22,5,8
1260,1706,78,63,21,22,5,8
2300,3039,75,64,22,22,5,8
3993,4952,74,64,23,22,5,8
5626,6773,72,63,24,22,5,8
4842,6944,71,63,1,23,6,8
5644,7786,70,63,2,23,6,8
6111,8327,69,62,3,23,6,8
6343,8584,68,63,4,23,6,8
6260,8458,68,62,5,23,6,8
5623,7702,67,63,6,23,6,8
4541,6486,66,62,7,23,6,8
3143,4901,67,62,8,23,6,8
2054,3517,71,64,9,23,6,8
1386,2378,75,65,10,23,6,8
869,1357,77,65,11,23,6,8
439,648,80,66,12,23,6,8
200,258,81,66,13,23,6,8
0,41,82,66,14,23,6,8
36,0,82,66,15,23,6,8
249,167,81,67,16,23,6,8
460,317,80,67,17,23,6,8
859,485,80,67,18,23,6,8
1614,1087,79,67,19,23,6,8
2086,1303,77,67,20,23,6,8
2106,1260,75,67,21,23,6,8
3083,2300,74,68,22,23,6,8
4468,3993,73,68,23,23,6,8
5877,5626,72,69,24,23,6,8
3403,4842,72,68,1,24,7,8
4131,5644,71,67,2,24,7,8
4621,6111,70,66,3,24,7,8
4909,6343,70,66,4,24,7,8
4982,6260,71,64,5,24,7,8
4774,5623,69,62,6,24,7,8
4449,4541,68,61,7,24,7,8
3510,3143,67,61,8,24,7,8
2300,2054,69,60,9,24,7,8
1399,1386,71,58,10,24,7,8
838,869,72,58,11,24,7,8
545,439,75,56,12,24,7,8
439,200,77,55,13,24,7,8
427,0,77,53,14,24,7,8
402,36,77,53,15,24,7,8
266,249,77,53,16,24,7,8
80,460,77,53,17,24,7,8
0,859,76,53,18,24,7,8
240,1614,75,52,19,24,7,8
485,2086,73,53,20,24,7,8
439,2106,70,53,21,24,7,8
1252,3083,68,53,22,24,7,8
2344,4468,66,52,23,24,7,8
3534,5877,65,51,24,24,7,8
5109,3403,63,51,1,25,1,8
5705,4131,62,49,2,25,1,8
6069,4621,60,49,3,25,1,8
6287,4909,59,48,4,25,1,8
6336,4982,58,48,5,25,1,8
6210,4774,57,48,6,25,1,8
6054,4449,55,47,7,25,1,8
5265,3510,57,48,8,25,1,8
4084,2300,61,49,9,25,1,8
3039,1399,64,49,10,25,1,8
2277,838,68,49,11,25,1,8
1729,545,70,48,12,25,1,8
1361,439,72,48,13,25,1,8
1142,427,73,48,14,25,1,8
911,402,74,46,15,25,1,8
606,266,74,47,16,25,1,8
250,80,74,46,17,25,1,8
0,0,75,46,18,25,1,8
148,240,74,46,19,25,1,8
185,485,72,47,20,25,1,8
67,439,67,51,21,25,1,8
1000,1252,64,52,22,25,1,8
2304,2344,64,50,23,25,1,8
3531,3534,61,50,24,25,1,8
6733,5109,61,50,1,26,2,8
7263,5705,60,51,2,26,2,8
7520,6069,59,52,3,26,2,8
7586,6287,57,51,4,26,2,8
7307,6336,57,51,5,26,2,8
6406,6210,56,51,6,26,2,8
4996,6054,55,51,7,26,2,8
3622,5265,57,51,8,26,2,8
2670,4084,62,53,9,26,2,8
2031,3039,67,53,10,26,2,8
1430,2277,71,52,11,26,2,8
878,1729,73,52,12,26,2,8
408,1361,75,50,13,26,2,8
121,1142,77,49,14,26,2,8
0,911,78,48,15,26,2,8
98,606,78,51,16,26,2,8
112,250,78,50,17,26,2,8
137,0,78,52,18,26,2,8
262,148,78,51,19,26,2,8
45,185,75,52,20,26,2,8
145,67,70,54,21,26,2,8
1253,1000,69,55,22,26,2,8
2859,2304,68,55,23,26,2,8
4337,3531,67,55,24,26,2,8
7754,6733,67,55,1,27,3,8
8408,7263,66,56,2,27,3,8
8742,7520,66,56,3,27,3,8
8906,7586,66,56,4,27,3,8
8666,7307,66,57,5,27,3,8
7745,6406,66,57,6,27,3,8
6144,4996,66,57,7,27,3,8
4752,3622,66,57,8,27,3,8
3763,2670,66,58,9,27,3,8
2902,2031,67,59,10,27,3,8
2188,1430,69,59,11,27,3,8
1684,878,71,59,12,27,3,8
1368,408,72,61,13,27,3,8
873,121,76,61,14,27,3,8
508,0,78,62,15,27,3,8
215,98,77,63,16,27,3,8
0,112,76,64,17,27,3,8
111,137,76,65,18,27,3,8
697,262,75,65,19,27,3,8
914,45,74,65,20,27,3,8
1103,145,73,66,21,27,3,8
2463,1253,72,66,22,27,3,8
4350,2859,71,66,23,27,3,8
6116,4337,70,66,24,27,3,8
7889,7754,70,67,1,28,4,8
8664,8408,69,66,2,28,4,8
9120,8742,69,66,3,28,4,8
9378,8906,68,66,4,28,4,8
9227,8666,68,66,5,28,4,8
8373,7745,68,67,6,28,4,8
6883,6144,69,67,7,28,4,8
5549,4752,69,67,8,28,4,8
4447,3763,70,67,9,28,4,8
3396,2902,71,68,10,28,4,8
2332,2188,73,68,11,28,4,8
1467,1684,74,67,12,28,4,8
800,1368,76,67,13,28,4,8
235,873,78,67,14,28,4,8
0,508,79,66,15,28,4,8
11,215,81,66,16,28,4,8
277,0,81,66,17,28,4,8
819,111,80,65,18,28,4,8
1507,697,79,65,19,28,4,8
1620,914,76,66,20,28,4,8
1912,1103,73,67,21,28,4,8
3296,2463,72,66,22,28,4,8
5170,4350,71,66,23,28,4,8
6850,6116,71,66,24,28,4,8
4298,7889,69,66,1,29,5,8
5020,8664,68,65,2,29,5,8
5436,9120,68,64,3,29,5,8
5621,9378,66,63,4,29,5,8
5437,9227,65,63,5,29,5,8
