Seasonal,T24*7Seasonal,T24Dry,T24Dew,Hour,Date,WeekDay,Month
1076,601,68,48,16,23,2,9
977,618,67,47,17,23,2,9
722,509,65,45,18,23,2,9
527,475,63,45,19,23,2,9
0,0,60,45,20,23,2,9
649,565,57,44,21,23,2,9
1864,1809,56,44,22,23,2,9
3337,3345,54,43,23,23,2,9
4603,4664,53,43,24,23,2,9
5508,5275,52,42,1,24,3,9
5959,5749,51,41,2,24,3,9
6174,5989,50,41,3,24,3,9
6227,6032,49,41,4,24,3,9
5958,5758,47,40,5,24,3,9
4909,4762,46,39,6,24,3,9
3053,2967,46,39,7,24,3,9
1978,1906,46,38,8,24,3,9
1631,1539,48,39,9,24,3,9
1405,1300,51,39,10,24,3,9
1207,1099,53,38,11,24,3,9
1135,1022,55,38,12,24,3,9
1114,1053,58,39,13,24,3,9
1027,987,60,39,14,24,3,9
1061,1056,61,40,15,24,3,9
1075,1105,61,40,16,24,3,9
941,962,62,40,17,24,3,9
696,808,60,40,18,24,3,9
503,661,59,40,19,24,3,9
0,0,55,41,20,24,3,9
708,455,53,41,21,24,3,9
1884,1608,51,40,22,24,3,9
3362,3100,50,40,23,24,3,9
4657,4386,48,40,24,24,3,9
5547,5477,48,40,1,25,4,9
5990,5916,47,39,2,25,4,9
6222,6115,46,39,3,25,4,9
6273,6222,45,38,4,25,4,9
6011,5952,44,38,5,25,4,9
5010,4924,44,38,6,25,4,9
3139,3116,43,38,7,25,4,9
2086,2034,43,38,8,25,4,9
1688,1643,47,39,9,25,4,9
1400,1325,49,39,10,25,4,9
1114,1037,53,39,11,25,4,9
985,851,56,40,12,25,4,9
948,798,59,40,13,25,4,9
815,660,62,40,14,25,4,9
861,651,64,40,15,25,4,9
937,663,66,39,16,25,4,9
901,582,66,39,17,25,4,9
745,535,65,39,18,25,4,9
423,520,63,40,19,25,4,9
0,0,59,41,20,25,4,9
638,527,56,43,21,25,4,9
1823,1695,54,43,22,25,4,9
3283,3213,53,43,23,25,4,9
4541,4526,51,43,24,25,4,9
5220,5788,51,43,1,26,5,9
5687,6275,50,43,2,26,5,9
5933,6503,49,42,3,26,5,9
6000,6575,49,42,4,26,5,9
5724,6302,48,43,5,26,5,9
4727,5320,48,42,6,26,5,9
2871,3568,47,41,7,26,5,9
1812,2487,47,42,8,26,5,9
1383,1970,51,43,9,26,5,9
1098,1523,55,44,10,26,5,9
804,1076,58,44,11,26,5,9
702,812,61,45,12,26,5,9
735,668,63,46,13,26,5,9
701,476,64,46,14,26,5,9
806,420,65,47,15,26,5,9
879,368,66,47,16,26,5,9
823,272,65,48,17,26,5,9
720,309,65,48,18,26,5,9
481,444,64,47,19,26,5,9
0,0,61,48,20,26,5,9
561,512,59,50,21,26,5,9
1704,1727,58,49,22,26,5,9
3127,3257,57,49,23,26,5,9
4411,4655,57,48,24,26,5,9
4561,5475,57,48,1,27,6,9
5033,5980,56,48,2,27,6,9
5279,6264,55,49,3,27,6,9
5339,6360,55,49,4,27,6,9
5099,6128,54,48,5,27,6,9
4131,5212,54,48,6,27,6,9
2288,3546,53,47,7,27,6,9
1166,2446,53,47,8,27,6,9
668,1799,54,46,9,27,6,9
366,1215,56,46,10,27,6,9
106,683,58,46,11,27,6,9
13,375,60,45,12,27,6,9
58,239,61,46,13,27,6,9
78,15,63,46,14,27,6,9
240,0,63,47,15,27,6,9
439,12,64,47,16,27,6,9
489,103,64,46,17,27,6,9
483,323,64,46,18,27,6,9
324,591,62,47,19,27,6,9
0,278,58,49,20,27,6,9
549,850,57,48,21,27,6,9
1424,1836,56,48,22,27,6,9
2580,3064,56,48,23,27,6,9
3769,4299,55,48,24,27,6,9
3858,4297,55,49,1,28,7,9
4398,4873,55,49,2,28,7,9
4696,5234,55,49,3,28,7,9
4828,5381,54,49,4,28,7,9
4787,5375,54,48,5,28,7,9
4416,5057,54,48,6,28,7,9
3751,4461,54,48,7,28,7,9
2890,3606,54,48,8,28,7,9
1862,2468,55,48,9,28,7,9
1155,1677,57,49,10,28,7,9
832,1236,59,49,11,28,7,9
744,1036,60,50,12,28,7,9
750,996,62,50,13,28,7,9
888,1038,63,50,14,28,7,9
1036,1126,64,50,15,28,7,9
1036,1111,64,49,16,28,7,9
934,950,64,49,17,28,7,9
723,775,63,49,18,28,7,9
395,496,62,50,19,28,7,9
0,0,59,50,20,28,7,9
478,376,56,50,21,28,7,9
1260,1089,55,49,22,28,7,9
2239,2062,56,49,23,28,7,9
3280,3057,54,48,24,28,7,9
4583,3626,54,48,1,29,1,9
5114,4131,54,49,2,29,1,9
5382,4473,52,48,3,29,1,9
5534,4647,52,47,4,29,1,9
5540,4705,52,48,5,29,1,9
5327,4513,52,47,6,29,1,9
4900,4176,51,47,7,29,1,9
4253,3614,51,47,8,29,1,9
3248,2663,54,48,9,29,1,9
2461,1798,58,50,10,29,1,9
2069,1245,62,51,11,29,1,9
1871,978,65,52,12,29,1,9
1758,827,68,52,13,29,1,9
1815,834,69,52,14,29,1,9
1857,949,71,51,15,29,1,9
1762,1049,69,51,16,29,1,9
1490,959,70,51,17,29,1,9
1037,734,69,51,18,29,1,9
484,488,66,52,19,29,1,9
0,0,62,53,20,29,1,9
595,607,60,53,21,29,1,9
1700,1733,58,53,22,29,1,9
2861,3045,56,52,23,29,1,9
3938,4148,55,51,24,29,1,9
6001,5650,54,51,1,30,2,9
6460,6060,52,50,2,30,2,9
6660,6275,51,49,3,30,2,9
6665,6323,50,49,4,30,2,9
6383,6010,50,48,5,30,2,9
5346,4996,50,48,6,30,2,9
3400,3170,50,49,7,30,2,9
2317,2090,50,48,8,30,2,9
1891,1638,50,49,9,30,2,9
1576,1320,52,51,10,30,2,9
1251,1047,55,52,11,30,2,9
1034,924,58,52,12,30,2,9
958,954,63,52,13,30,2,9
860,918,65,49,14,30,2,9
943,1017,66,48,15,30,2,9
1004,1076,66,48,16,30,2,9
928,977,66,47,17,30,2,9
745,722,65,46,18,30,2,9
373,527,63,47,19,30,2,9
0,0,60,48,20,30,2,9
757,649,56,48,21,30,2,9
2021,1864,55,47,22,30,2,9
3484,3337,53,49,23,30,2,9
4793,4603,52,48,24,30,2,9
6009,5508,51,48,1,1,3,10
6474,5959,50,48,2,1,3,10
6704,6174,49,47,3,1,3,10
6770,6227,48,46,4,1,3,10
6498,5958,48,46,5,1,3,10
5471,4909,47,46,6,1,3,10
3572,3053,47,45,7,1,3,10
2531,1978,48,46,8,1,3,10
2101,1631,51,47,9,1,3,10
1742,1405,54,49,10,1,3,10
1357,1207,57,48,11,1,3,10
1082,1135,60,50,12,1,3,10
952,1114,64,49,13,1,3,10
772,1027,65,48,14,1,3,10
739,1061,67,48,15,1,3,10
720,1075,67,49,16,1,3,10
636,941,67,48,17,1,3,10
578,696,67,48,18,1,3,10
352,503,65,48,19,1,3,10
0,0,60,50,20,1,3,10
785,708,58,50,21,1,3,10
2001,1884,56,51,22,1,3,10
3538,3362,56,50,23,1,3,10
4848,4657,53,50,24,1,3,10
6242,5547,52,49,1,2,4,10
6727,5990,51,48,2,2,4,10
6985,6222,52,48,3,2,4,10
7052,6273,51,47,4,2,4,10
6817,6011,50,47,5,2,4,10
5834,5010,50,47,6,2,4,10
4000,3139,50,47,7,2,4,10
2952,2086,49,46,8,2,4,10
2408,1688,53,48,9,2,4,10
1876,1400,58,50,10,2,4,10
1358,1114,62,51,11,2,4,10
1021,985,67,51,12,2,4,10
801,948,70,52,13,2,4,10
550,815,72,50,14,2,4,10
453,861,74,52,15,2,4,10
428,937,74,52,16,2,4,10
407,901,75,53,17,2,4,10
473,745,75,53,18,2,4,10
300,423,72,54,19,2,4,10
0,0,67,54,20,2,4,10
714,638,65,55,21,2,4,10
1991,1823,63,55,22,2,4,10
3611,3283,63,55,23,2,4,10
5009,4541,61,55,24,2,4,10
5355,5220,61,55,1,3,5,10
5921,5687,60,54,2,3,5,10
6228,5933,60,54,3,3,5,10
6352,6000,58,53,4,3,5,10
6156,5724,57,53,5,3,5,10
5227,4727,56,52,6,3,5,10
3449,2871,57,52,7,3,5,10
2426,1812,56,52,8,3,5,10
1880,1383,59,54,9,3,5,10
1386,1098,63,55,10,3,5,10
928,804,68,56,11,3,5,10
672,702,72,57,12,3,5,10
582,735,75,57,13,3,5,10
403,701,77,57,14,3,5,10
399,806,78,58,15,3,5,10
474,879,79,57,16,3,5,10
528,823,79,57,17,3,5,10
593,720,78,57,18,3,5,10
215,481,75,56,19,3,5,10
0,0,72,57,20,3,5,10
691,561,69,57,21,3,5,10
1863,1704,67,57,22,3,5,10
3357,3127,66,56,23,3,5,10
4678,4411,64,54,24,3,5,10
4865,4561,62,53,1,4,6,10
5380,5033,61,52,2,4,6,10
5636,5279,59,51,3,4,6,10
5731,5339,58,51,4,4,6,10
5484,5099,57,51,5,4,6,10
4554,4131,55,49,6,4,6,10
2745,2288,55,48,7,4,6,10
1656,1166,54,48,8,4,6,10
1088,668,57,49,9,4,6,10
629,366,62,49,10,4,6,10
258,106,67,49,11,4,6,10
130,13,71,46,12,4,6,10
116,58,71,47,13,4,6,10
86,78,73,46,14,4,6,10
196,240,74,45,15,4,6,10
324,439,75,43,16,4,6,10
418,489,74,42,17,4,6,10
416,483,73,44,18,4,6,10
33,324,70,47,19,4,6,10
0,0,65,50,20,4,6,10
630,549,63,49,21,4,6,10
1557,1424,62,49,22,4,6,10
2760,2580,59,50,23,4,6,10
3977,3769,58,49,24,4,6,10
3925,3858,58,50,1,5,7,10
4454,4398,57,49,2,5,7,10
4754,4696,56,48,3,5,7,10
4902,4828,55,48,4,5,7,10
4862,4787,55,48,5,5,7,10
4493,4416,55,48,6,5,7,10
3790,3751,54,48,7,5,7,10
2948,2890,55,48,8,5,7,10
1915,1862,58,50,9,5,7,10
1208,1155,60,51,10,5,7,10
905,832,62,51,11,5,7,10
835,744,63,53,12,5,7,10
877,750,62,54,13,5,7,10
991,888,63,54,14,5,7,10
1086,1036,64,55,15,5,7,10
1129,1036,65,55,16,5,7,10
1008,934,64,55,17,5,7,10
732,723,64,55,18,5,7,10
84,395,63,56,19,5,7,10
0,0,61,56,20,5,7,10
511,478,60,56,21,5,7,10
1256,1260,60,56,22,5,7,10
2221,2239,59,55,23,5,7,10
3261,3280,59,56,24,5,7,10
4451,4583,59,55,1,6,1,10
4973,5114,59,56,2,6,1,10
5281,5382,59,55,3,6,1,10
5438,5534,59,55,4,6,1,10
5466,5540,59,55,5,6,1,10
5274,5327,59,55,6,6,1,10
4781,4900,59,55,7,6,1,10
4111,4253,59,54,8,6,1,10
3092,3248,59,54,9,6,1,10
2211,2461,60,55,10,6,1,10
1682,2069,61,54,11,6,1,10
1390,1871,62,54,12,6,1,10
1197,1758,64,55,13,6,1,10
1200,1815,66,55,14,6,1,10
1287,1857,66,55,15,6,1,10
1340,1762,67,55,16,6,1,10
983,1490,66,56,17,6,1,10
533,1037,66,57,18,6,1,10
0,484,65,57,19,6,1,10
174,0,64,57,20,6,1,10
829,595,63,57,21,6,1,10
1828,1700,62,58,22,6,1,10
3035,2861,62,57,23,6,1,10
4128,3938,61,57,24,6,1,10
6969,6001,60,56,1,7,2,10
7389,6460,60,57,2,7,2,10
7542,6660,59,56,3,7,2,10
7550,6665,59,56,4,7,2,10
7200,6383,59,56,5,7,2,10
6090,5346,59,56,6,7,2,10
4004,3400,59,55,7,7,2,10
2627,2317,58,54,8,7,2,10
2053,1891,57,53,9,7,2,10
1624,1576,57,53,10,7,2,10
1146,1251,56,53,11,7,2,10
848,1034,56,53,12,7,2,10
732,958,56,53,13,7,2,10
612,860,56,53,14,7,2,10
681,943,57,54,15,7,2,10
743,1004,57,54,16,7,2,10
626,928,56,53,17,7,2,10
389,745,55,54,18,7,2,10
0,373,56,54,19,7,2,10
198,0,55,54,20,7,2,10
1033,757,56,54,21,7,2,10
2271,2021,56,55,22,7,2,10
3831,3484,56,55,23,7,2,10
5310,4793,56,55,24,7,2,10
4955,6009,57,56,1,8,3,10
5517,6474,57,56,2,8,3,10
5846,6704,57,56,3,8,3,10
5982,6770,57,57,4,8,3,10
5788,6498,58,57,5,8,3,10
4808,5471,58,57,6,8,3,10
2906,3572,58,57,7,8,3,10
1937,2531,58,58,8,8,3,10
1575,2101,59,58,9,8,3,10
1276,1742,61,59,10,8,3,10
1066,1357,63,61,11,8,3,10
971,1082,66,63,12,8,3,10
970,952,71,66,13,8,3,10
920,772,72,65,14,8,3,10
1021,739,74,65,15,8,3,10
1116,720,73,65,16,8,3,10
1094,636,73,66,17,8,3,10
924,578,71,66,18,8,3,10
212,352,69,65,19,8,3,10
0,0,68,64,20,8,3,10
697,785,67,62,21,8,3,10
1843,2001,65,61,22,8,3,10
3299,3538,63,59,23,8,3,10
4556,4848,60,55,24,8,3,10
5306,6242,59,53,1,9,4,10
5839,6727,58,50,2,9,4,10
6077,6985,57,48,3,9,4,10
6126,7052,55,47,4,9,4,10
5846,6817,53,46,5,9,4,10
4795,5834,53,45,6,9,4,10
2784,4000,51,45,7,9,4,10
1751,2952,51,44,8,9,4,10
1456,2408,53,44,9,9,4,10
1282,1876,55,43,10,9,4,10
1118,1358,58,41,11,9,4,10
1089,1021,60,40,12,9,4,10
1135,801,62,40,13,9,4,10
1129,550,63,39,14,9,4,10
1209,453,64,39,15,9,4,10
1291,428,65,37,16,9,4,10
1214,407,65,37,17,9,4,10
933,473,63,37,18,9,4,10
100,300,60,39,19,9,4,10
0,0,56,40,20,9,4,10
597,714,55,40,21,9,4,10
1736,1991,52,39,22,9,4,10
3203,3611,51,39,23,9,4,10
4495,5009,49,39,24,9,4,10
5489,5355,48,38,1,10,5,10
5958,5921,47,39,2,10,5,10
6180,6228,46,39,3,10,5,10
6212,6352,45,39,4,10,5,10
5932,6156,44,39,5,10,5,10
4883,5227,45,39,6,10,5,10
2881,3449,45,39,7,10,5,10
1797,2426,43,38,8,10,5,10
1496,1880,45,39,9,10,5,10
1307,1386,50,42,10,10,5,10
1088,928,54,42,11,10,5,10
1048,672,56,42,12,10,5,10
1095,582,59,43,13,10,5,10
1088,403,60,40,14,10,5,10
1199,399,61,40,15,10,5,10
1262,474,61,41,16,10,5,10
1177,528,61,42,17,10,5,10
829,593,60,42,18,10,5,10
45,215,57,43,19,10,5,10
0,0,54,44,20,10,5,10
643,691,53,44,21,10,5,10
1741,1863,51,44,22,10,5,10
3160,3357,50,43,23,10,5,10
4477,4678,48,43,24,10,5,10
4678,4865,48,43,1,11,6,10
5157,5380,47,43,2,11,6,10
5435,5636,46,43,3,11,6,10
5494,5731,45,43,4,11,6,10
5237,5484,45,43,5,11,6,10
4281,4554,45,43,6,11,6,10
2404,2745,45,42,7,11,6,10
1263,1656,45,42,8,11,6,10
885,1088,46,43,9,11,6,10
596,629,49,44,10,11,6,10
342,258,51,46,11,11,6,10
218,130,54,47,12,11,6,10
239,116,56,47,13,11,6,10
212,86,58,47,14,11,6,10
371,196,59,48,15,11,6,10
591,324,59,48,16,11,6,10
686,418,58,48,17,11,6,10
581,416,58,48,18,11,6,10
0,33,56,48,19,11,6,10
80,0,55,48,20,11,6,10
658,630,54,48,21,11,6,10
1551,1557,54,49,22,11,6,10
2693,2760,53,49,23,11,6,10
3927,3977,53,48,24,11,6,10
3907,3925,52,49,1,12,7,10
4443,4454,52,48,2,12,7,10
4732,4754,52,48,3,12,7,10
4890,4902,51,47,4,12,7,10
4827,4862,51,46,5,12,7,10
4466,4493,50,46,6,12,7,10
3750,3790,50,46,7,12,7,10
2895,2948,50,47,8,12,7,10
1907,1915,51,46,9,12,7,10
1173,1208,54,47,10,12,7,10
840,905,59,49,11,12,7,10
796,835,62,51,12,12,7,10
822,877,65,52,13,12,7,10
990,991,67,52,14,12,7,10
1137,1086,68,53,15,12,7,10
1172,1129,68,52,16,12,7,10
979,1008,67,52,17,12,7,10
630,732,66,49,18,12,7,10
0,84,62,49,19,12,7,10
85,0,60,46,20,12,7,10
616,511,58,45,21,12,7,10
1342,1256,56,46,22,12,7,10
2263,2221,55,46,23,12,7,10
3259,3261,54,45,24,12,7,10
3958,4451,54,46,1,13,1,10
4508,4973,53,47,2,13,1,10
4805,5281,52,46,3,13,1,10
4949,5438,51,45,4,13,1,10
4945,5466,51,45,5,13,1,10
4735,5274,51,46,6,13,1,10
4228,4781,51,46,7,13,1,10
3675,4111,51,47,8,13,1,10
2705,3092,52,48,9,13,1,10
1982,2211,55,50,10,13,1,10
1625,1682,58,51,11,13,1,10
1480,1390,60,52,12,13,1,10
1475,1197,62,52,13,13,1,10
1554,1200,61,53,14,13,1,10
1654,1287,60,53,15,13,1,10
1611,1340,60,53,16,13,1,10
1319,983,59,53,17,13,1,10
889,533,58,52,18,13,1,10
0,0,57,52,19,13,1,10
26,174,56,51,20,13,1,10
472,829,55,51,21,13,1,10
1343,1828,55,50,22,13,1,10
2368,3035,54,49,23,13,1,10
3396,4128,54,49,24,13,1,10
5638,6969,53,48,1,14,2,10
6069,7389,53,48,2,14,2,10
6269,7542,52,47,3,14,2,10
6294,7550,51,47,4,14,2,10
6041,7200,50,46,5,14,2,10
5290,6090,49,46,6,14,2,10
4008,4004,49,46,7,14,2,10
3005,2627,48,45,8,14,2,10
2152,2053,50,45,9,14,2,10
1598,1624,53,46,10,14,2,10
1321,1146,55,46,11,14,2,10
1267,848,57,46,12,14,2,10
1338,732,58,46,13,14,2,10
1406,612,59,46,14,14,2,10
1514,681,59,46,15,14,2,10
1579,743,59,46,16,14,2,10
1376,626,59,46,17,14,2,10
881,389,58,46,18,14,2,10
0,0,57,46,19,14,2,10
53,198,54,46,20,14,2,10
762,1033,53,45,21,14,2,10
1945,2271,52,45,22,14,2,10
3357,3831,50,44,23,14,2,10
4614,5310,49,44,24,14,2,10
5712,4955,47,43,1,15,3,10
6174,5517,46,42,2,15,3,10
6408,5846,46,42,3,15,3,10
6465,5982,44,41,4,15,3,10
6156,5788,43,40,5,15,3,10
5096,4808,42,40,6,15,3,10
3110,2906,42,40,7,15,3,10
1989,1937,42,40,8,15,3,10
1657,1575,44,41,9,15,3,10
1416,1276,48,44,10,15,3,10
1149,1066,52,44,11,15,3,10
1029,971,54,44,12,15,3,10
1044,970,57,43,13,15,3,10
988,920,59,43,14,15,3,10
1119,1021,61,44,15,15,3,10
1229,1116,61,44,16,15,3,10
1147,1094,61,45,17,15,3,10
829,924,60,45,18,15,3,10
0,212,59,45,19,15,3,10
129,0,56,45,20,15,3,10
817,697,56,45,21,15,3,10
2016,1843,54,45,22,15,3,10
3516,3299,53,46,23,15,3,10
4766,4556,53,46,24,15,3,10
5754,5306,53,47,1,16,4,10
6208,5839,52,48,2,16,4,10
6435,6077,52,48,3,16,4,10
6480,6126,52,48,4,16,4,10
6190,5846,53,48,5,16,4,10
5165,4795,52,48,6,16,4,10
3145,2784,52,48,7,16,4,10
2004,1751,53,48,8,16,4,10
1662,1456,54,49,9,16,4,10
1455,1282,56,49,10,16,4,10
1277,1118,60,50,11,16,4,10
1190,1089,61,50,12,16,4,10
1233,1135,63,50,13,16,4,10
1230,1129,64,50,14,16,4,10
1315,1209,65,49,15,16,4,10
1363,1291,66,49,16,16,4,10
1227,1214,65,50,17,16,4,10
752,933,64,50,18,16,4,10
0,100,63,49,19,16,4,10
170,0,60,50,20,16,4,10
878,597,58,49,21,16,4,10
2033,1736,57,48,22,16,4,10
3504,3203,55,48,23,16,4,10
4793,4495,54,49,24,16,4,10
5678,5489,52,49,1,17,5,10
6143,5958,52,49,2,17,5,10
6419,6180,51,48,3,17,5,10
6460,6212,51,49,4,17,5,10
6169,5932,51,49,5,17,5,10
5127,4883,51,49,6,17,5,10
3093,2881,51,49,7,17,5,10
1883,1797,51,49,8,17,5,10
1523,1496,52,49,9,17,5,10
1271,1307,53,50,10,17,5,10
993,1088,55,50,11,17,5,10
873,1048,57,50,12,17,5,10
932,1095,58,49,13,17,5,10
858,1088,59,49,14,17,5,10
936,1199,60,50,15,17,5,10
994,1262,60,50,16,17,5,10
978,1177,60,50,17,17,5,10
804,829,59,51,18,17,5,10
0,45,58,51,19,17,5,10
29,0,57,51,20,17,5,10
703,643,56,51,21,17,5,10
1797,1741,55,51,22,17,5,10
3221,3160,55,52,23,17,5,10
4492,4477,55,52,24,17,5,10
4415,4678,55,52,1,18,6,10
4934,5157,55,52,2,18,6,10
5198,5435,55,52,3,18,6,10
5256,5494,55,53,4,18,6,10
4998,5237,55,54,5,18,6,10
4026,4281,55,54,6,18,6,10
2127,2404,56,54,7,18,6,10
1083,1263,56,55,8,18,6,10
729,885,57,56,9,18,6,10
459,596,59,57,10,18,6,10
228,342,61,57,11,18,6,10
173,218,64,57,12,18,6,10
256,239,66,56,13,18,6,10
277,212,68,55,14,18,6,10
440,371,70,55,15,18,6,10
648,591,71,54,16,18,6,10
713,686,71,54,17,18,6,10
638,581,70,55,18,18,6,10
0,0,66,55,19,18,6,10
199,80,63,56,20,18,6,10
828,658,61,56,21,18,6,10
1656,1551,60,56,22,18,6,10
2776,2693,60,57,23,18,6,10
3918,3927,59,57,24,18,6,10
3945,3907,59,58,1,19,7,10
4484,4443,59,58,2,19,7,10
4760,4732,60,58,3,19,7,10
4888,4890,60,59,4,19,7,10
4792,4827,61,59,5,19,7,10
4424,4466,61,59,6,19,7,10
3637,3750,61,55,7,19,7,10
2799,2895,59,53,8,19,7,10
1866,1907,58,52,9,19,7,10
1323,1173,60,50,10,19,7,10
1093,840,61,49,11,19,7,10
1096,796,63,47,12,19,7,10
1209,822,65,44,13,19,7,10
1447,990,65,44,14,19,7,10
1774,1137,66,43,15,19,7,10
1648,1172,65,43,16,19,7,10
1334,979,65,42,17,19,7,10
735,630,64,41,18,19,7,10
0,0,61,41,19,19,7,10
241,85,58,41,20,19,7,10
757,616,56,41,21,19,7,10
1463,1342,55,41,22,19,7,10
2353,2263,53,40,23,19,7,10
3278,3259,53,39,24,19,7,10
4372,3958,51,39,1,20,1,10
4964,4508,50,38,2,20,1,10
5275,4805,48,39,3,20,1,10
5392,4949,47,38,4,20,1,10
5399,4945,46,38,5,20,1,10
5152,4735,46,38,6,20,1,10
4608,4228,45,38,7,20,1,10
4086,3675,44,38,8,20,1,10
3187,2705,45,38,9,20,1,10
2493,1982,51,42,10,20,1,10
2151,1625,55,41,11,20,1,10
1981,1480,59,41,12,20,1,10
1897,1475,62,41,13,20,1,10
1990,1554,64,40,14,20,1,10
2093,1654,64,39,15,20,1,10
2062,1611,63,40,16,20,1,10
1781,1319,61,40,17,20,1,10
1102,889,60,42,18,20,1,10
0,0,59,42,19,20,1,10
66,26,58,43,20,20,1,10
676,472,58,44,21,20,1,10
1715,1343,57,45,22,20,1,10
2900,2368,56,45,23,20,1,10
3986,3396,56,46,24,20,1,10
6099,5638,55,48,1,21,2,10
6473,6069,54,49,2,21,2,10
6620,6269,54,50,3,21,2,10
6614,6294,53,50,4,21,2,10
6262,6041,52,49,5,21,2,10
5156,5290,52,48,6,21,2,10
3009,4008,52,46,7,21,2,10
1835,3005,49,42,8,21,2,10
1620,2152,49,40,9,21,2,10
1506,1598,51,38,10,21,2,10
1339,1321,54,37,11,21,2,10
1292,1267,56,35,12,21,2,10
1360,1338,58,33,13,21,2,10
1375,1406,60,32,14,21,2,10
1513,1514,60,31,15,21,2,10
1598,1579,61,30,16,21,2,10
1489,1376,60,30,17,21,2,10
992,881,59,29,18,21,2,10
0,0,56,30,19,21,2,10
176,53,54,31,20,21,2,10
930,762,52,32,21,21,2,10
2096,1945,48,33,22,21,2,10
3586,3357,48,33,23,21,2,10
4859,4614,47,34,24,21,2,10
5794,5712,46,34,1,22,3,10
6242,6174,45,34,2,22,3,10
6493,6408,44,35,3,22,3,10
6521,6465,44,35,4,22,3,10
6240,6156,43,35,5,22,3,10
5152,5096,43,35,6,22,3,10
3065,3110,41,34,7,22,3,10
1991,1989,42,35,8,22,3,10
1757,1657,43,36,9,22,3,10
1648,1416,48,38,10,22,3,10
1320,1149,53,38,11,22,3,10
1237,1029,58,38,12,22,3,10
1254,1044,61,38,13,22,3,10
1258,988,63,38,14,22,3,10
1348,1119,65,36,15,22,3,10
1386,1229,65,36,16,22,3,10
1222,1147,65,37,17,22,3,10
692,829,62,40,18,22,3,10
0,0,59,41,19,22,3,10
278,129,58,39,20,22,3,10
1017,817,55,40,21,22,3,10
2193,2016,54,41,22,22,3,10
3669,3516,54,42,23,22,3,10
4879,4766,52,43,24,22,3,10
5982,5754,51,43,1,23,4,10
6360,6208,50,42,2,23,4,10
6562,6435,49,42,3,23,4,10
6574,6480,49,43,4,23,4,10
6313,6190,47,42,5,23,4,10
5105,5165,46,42,6,23,4,10
2945,3145,47,43,7,23,4,10
1845,2004,46,43,8,23,4,10
1741,1662,47,45,9,23,4,10
1616,1455,53,48,10,23,4,10
1444,1277,56,49,11,23,4,10
1415,1190,61,49,12,23,4,10
1502,1233,62,47,13,23,4,10
1581,1230,63,46,14,23,4,10
1705,1315,64,46,15,23,4,10
1718,1363,63,45,16,23,4,10
1448,1227,61,45,17,23,4,10
767,752,60,46,18,23,4,10
0,0,58,46,19,23,4,10
207,170,55,44,20,23,4,10
924,878,52,42,21,23,4,10
2003,2033,51,40,22,23,4,10
3414,3504,49,38,23,23,4,10
4733,4793,48,37,24,23,4,10
5504,5678,46,35,1,24,5,10
5994,6143,45,34,2,24,5,10
6204,6419,42,34,3,24,5,10
6241,6460,41,33,4,24,5,10
5909,6169,41,33,5,24,5,10
4773,5127,40,32,6,24,5,10
2623,3093,40,32,7,24,5,10
1530,1883,40,31,8,24,5,10
1391,1523,41,33,9,24,5,10
1403,1271,43,33,10,24,5,10
1367,993,46,33,11,24,5,10
1413,873,48,32,12,24,5,10
1549,932,49,32,13,24,5,10
1627,858,49,32,14,24,5,10
1785,936,50,30,15,24,5,10
1871,994,50,30,16,24,5,10
1666,978,50,31,17,24,5,10
1026,804,50,30,18,24,5,10
0,0,48,32,19,24,5,10
75,29,47,32,20,24,5,10
676,703,46,32,21,24,5,10
1721,1797,46,33,22,24,5,10
3103,3221,46,33,23,24,5,10
4421,4492,46,33,24,24,5,10
4922,4415,46,33,1,25,6,10
5393,4934,45,33,2,25,6,10
5609,5198,43,33,3,25,6,10
5626,5256,42,32,4,25,6,10
5292,4998,41,32,5,25,6,10
4203,4026,40,32,6,25,6,10
2098,2127,39,31,7,25,6,10
978,1083,38,30,8,25,6,10
819,729,38,31,9,25,6,10
817,459,42,30,10,25,6,10
768,228,45,29,11,25,6,10
784,173,48,28,12,25,6,10
939,256,49,26,13,25,6,10
1056,277,50,25,14,25,6,10
1301,440,51,24,15,25,6,10
1501,648,51,24,16,25,6,10
1410,713,51,23,17,25,6,10
896,638,50,22,18,25,6,10
0,0,48,23,19,25,6,10
216,199,46,24,20,25,6,10
709,828,45,25,21,25,6,10
1499,1656,44,26,22,25,6,10
2587,2776,43,26,23,25,6,10
3777,3918,43,26,24,25,6,10
3674,3945,41,27,1,26,7,10
4165,4484,40,27,2,26,7,10
4420,4760,39,28,3,26,7,10
4510,4888,38,28,4,26,7,10
4398,4792,36,28,5,26,7,10
3979,4424,36,29,6,26,7,10
3135,3637,35,29,7,26,7,10
2227,2799,36,29,8,26,7,10
1331,1866,37,30,9,26,7,10
914,1323,41,31,10,26,7,10
870,1093,45,30,11,26,7,10
1004,1096,45,28,12,26,7,10
1226,1209,45,27,13,26,7,10
1495,1447,47,26,14,26,7,10
1728,1774,47,25,15,26,7,10
1823,1648,48,25,16,26,7,10
1582,1334,48,24,17,26,7,10
905,735,48,25,18,26,7,10
0,0,45,25,19,26,7,10
229,241,43,25,20,26,7,10
762,757,41,25,21,26,7,10
1477,1463,40,26,22,26,7,10
2376,2353,38,26,23,26,7,10
3338,3278,37,27,24,26,7,10
4543,4372,36,27,1,27,1,10
5122,4964,35,27,2,27,1,10
