Seasonal,T48Seasonal,T24Dry,T24Dew,Hour,Date,WeekDay,Month
5522,5020,35,28,24,5,5,12
6012,6081,35,28,1,6,6,12
6531,6479,35,29,2,6,6,12
6801,6623,36,29,3,6,6,12
6874,6601,36,30,4,6,6,12
6598,6204,37,31,5,6,6,12
5562,4995,37,31,6,6,6,12
3602,2915,38,32,7,6,6,12
2336,1865,38,33,8,6,6,12
1976,1853,38,35,9,6,6,12
1776,1940,39,36,10,6,6,12
1671,2050,40,37,11,6,6,12
1652,2142,41,38,12,6,6,12
1717,2421,41,39,13,6,6,12
1718,2489,43,40,14,6,6,12
1828,2614,43,41,15,6,6,12
1614,2433,43,42,16,6,6,12
522,1072,44,42,17,6,6,12
0,0,44,42,18,6,6,12
325,75,45,44,19,6,6,12
798,422,46,45,20,6,6,12
1317,1040,46,45,21,6,6,12
2135,2169,47,46,22,6,6,12
3227,3715,48,47,23,6,6,12
4448,5187,51,50,24,6,6,12
5233,5883,51,49,1,7,7,12
5774,6360,50,49,2,7,7,12
6071,6628,50,50,3,7,7,12
6157,6672,50,49,4,7,7,12
6049,6351,50,49,5,7,7,12
5552,5242,51,50,6,7,7,12
4704,3205,49,48,7,7,7,12
3777,2019,48,46,8,7,7,12
2861,1807,49,46,9,7,7,12
2351,1690,47,44,10,7,7,12
2199,1591,46,43,11,7,7,12
2158,1608,46,42,12,7,7,12
2298,1752,46,41,13,7,7,12
2495,1783,46,39,14,7,7,12
2605,1892,45,37,15,7,7,12
2379,1703,45,37,16,7,7,12
1024,617,44,35,17,7,7,12
0,0,44,34,18,7,7,12
145,207,42,33,19,7,7,12
543,676,41,33,20,7,7,12
967,1393,39,34,21,7,7,12
1639,2531,38,34,22,7,7,12
2615,4052,37,32,23,7,7,12
3726,5522,35,32,24,7,7,12
5803,6012,34,31,1,8,1,12
6327,6531,33,31,2,8,1,12
6593,6801,33,31,3,8,1,12
6670,6874,34,30,4,8,1,12
6599,6598,33,30,5,8,1,12
6201,5562,33,30,6,8,1,12
5602,3602,33,30,7,8,1,12
4930,2336,33,29,8,8,1,12
3966,1976,33,29,9,8,1,12
3219,1776,35,28,10,8,1,12
2893,1671,35,27,11,8,1,12
2691,1652,36,26,12,8,1,12
2534,1717,36,24,13,8,1,12
2524,1718,36,22,14,8,1,12
2591,1828,37,22,15,8,1,12
2383,1614,36,20,16,8,1,12
1062,522,34,19,17,8,1,12
0,0,32,18,18,8,1,12
123,325,31,17,19,8,1,12
516,798,30,17,20,8,1,12
1171,1317,29,17,21,8,1,12
2310,2135,29,17,22,8,1,12
3785,3227,28,17,23,8,1,12
5125,4448,28,16,24,8,1,12
6729,5233,27,15,1,9,2,12
7112,5774,27,16,2,9,2,12
7248,6071,26,15,3,9,2,12
7166,6157,25,14,4,9,2,12
6776,6049,25,13,5,9,2,12
5644,5552,23,13,6,9,2,12
3643,4704,23,13,7,9,2,12
2370,3777,23,14,8,9,2,12
1931,2861,25,15,9,9,2,12
1671,2351,27,15,10,9,2,12
1548,2199,29,15,11,9,2,12
1567,2158,29,14,12,9,2,12
1764,2298,29,14,13,9,2,12
1881,2495,30,13,14,9,2,12
2058,2605,30,13,15,9,2,12
1933,2379,29,12,16,9,2,12
792,1024,29,13,17,9,2,12
0,0,28,14,18,9,2,12
218,145,28,15,19,9,2,12
757,543,28,14,20,9,2,12
1504,967,28,15,21,9,2,12
2723,1639,28,14,22,9,2,12
4310,2615,28,14,23,9,2,12
5810,3726,28,15,24,9,2,12
7088,5803,28,15,1,10,3,12
7552,6327,27,17,2,10,3,12
7734,6593,26,19,3,10,3,12
7727,6670,26,20,4,10,3,12
7339,6599,26,22,5,10,3,12
6156,6201,26,23,6,10,3,12
4171,5602,28,24,7,10,3,12
3006,4930,28,26,8,10,3,12
2645,3966,30,27,9,10,3,12
2402,3219,30,28,10,10,3,12
2198,2893,32,30,11,10,3,12
2195,2691,33,31,12,10,3,12
2262,2534,34,32,13,10,3,12
2218,2524,34,33,14,10,3,12
2211,2591,35,33,15,10,3,12
2106,2383,35,33,16,10,3,12
949,1062,35,33,17,10,3,12
0,0,35,34,18,10,3,12
128,123,35,34,19,10,3,12
556,516,34,33,20,10,3,12
1209,1171,34,32,21,10,3,12
2390,2310,33,32,22,10,3,12
3999,3785,33,32,23,10,3,12
5448,5125,33,31,24,10,3,12
6434,6729,32,30,1,11,4,12
6864,7112,31,29,2,11,4,12
7039,7248,31,29,3,11,4,12
7013,7166,31,29,4,11,4,12
6637,6776,31,29,5,11,4,12
5414,5644,33,29,6,11,4,12
3326,3643,33,28,7,11,4,12
2310,2370,33,29,8,11,4,12
2275,1931,33,28,9,11,4,12
2378,1671,33,29,10,11,4,12
2449,1548,33,29,11,11,4,12
2581,1567,32,30,12,11,4,12
2717,1764,32,29,13,11,4,12
2700,1881,32,28,14,11,4,12
2733,2058,32,28,15,11,4,12
2503,1933,31,28,16,11,4,12
1088,792,31,26,17,11,4,12
0,0,29,25,18,11,4,12
95,218,29,23,19,11,4,12
408,757,29,21,20,11,4,12
1002,1504,27,18,21,11,4,12
2128,2723,26,16,22,11,4,12
3739,4310,25,16,23,11,4,12
5226,5810,24,15,24,11,4,12
6548,7088,23,15,1,12,5,12
6994,7552,23,16,2,12,5,12
7179,7734,22,14,3,12,5,12
7124,7727,22,14,4,12,5,12
6745,7339,22,14,5,12,5,12
5488,6156,21,14,6,12,5,12
3383,4171,21,14,7,12,5,12
2349,3006,20,14,8,12,5,12
2313,2645,22,14,9,12,5,12
2360,2402,24,15,10,12,5,12
2456,2198,26,16,11,12,5,12
2580,2195,27,16,12,12,5,12
2765,2262,28,17,13,12,5,12
2817,2218,29,17,14,12,5,12
2879,2211,28,16,15,12,5,12
2582,2106,28,17,16,12,5,12
1175,949,27,16,17,12,5,12
0,0,26,16,18,12,5,12
5,128,26,16,19,12,5,12
324,556,25,16,20,12,5,12
808,1209,24,16,21,12,5,12
1873,2390,25,15,22,12,5,12
3440,3999,24,15,23,12,5,12
4913,5448,23,15,24,12,5,12
5332,6434,24,15,1,13,6,12
5824,6864,23,14,2,13,6,12
6076,7039,22,13,3,13,6,12
6084,7013,20,11,4,13,6,12
5737,6637,20,10,5,13,6,12
4611,5414,18,10,6,13,6,12
2544,3326,17,8,7,13,6,12
1486,2310,17,8,8,13,6,12
1332,2275,17,7,9,13,6,12
1454,2378,19,6,10,13,6,12
1627,2449,20,4,11,13,6,12
1811,2581,21,3,12,13,6,12
2092,2717,22,1,13,13,6,12
2199,2700,23,1,14,13,6,12
2308,2733,23,0,15,13,6,12
2145,2503,23,0,16,13,6,12
906,1088,21,1,17,13,6,12
0,0,19,0,18,13,6,12
235,95,18,2,19,13,6,12
669,408,17,3,20,13,6,12
1157,1002,16,3,21,13,6,12
1945,2128,16,4,22,13,6,12
3123,3739,16,4,23,13,6,12
4427,5226,16,5,24,13,6,12
5928,6548,17,5,1,14,7,12
6419,6994,17,5,2,14,7,12
6663,7179,16,5,3,14,7,12
6736,7124,16,5,4,14,7,12
6612,6745,16,5,5,14,7,12
6087,5488,17,5,6,14,7,12
5133,3383,17,5,7,14,7,12
4100,2349,18,6,8,14,7,12
3100,2313,19,7,9,14,7,12
2501,2360,21,7,10,14,7,12
2283,2456,24,9,11,14,7,12
2275,2580,25,9,12,14,7,12
2384,2765,26,10,13,14,7,12
2512,2817,27,10,14,14,7,12
2462,2879,27,11,15,14,7,12
2093,2582,27,11,16,14,7,12
705,1175,27,11,17,14,7,12
0,0,25,12,18,14,7,12
348,5,23,12,19,14,7,12
950,324,22,11,20,14,7,12
1631,808,21,9,21,14,7,12
2541,1873,20,8,22,14,7,12
3736,3440,19,6,23,14,7,12
4982,4913,18,5,24,14,7,12
5206,5332,17,4,1,15,1,12
5812,5824,15,3,2,15,1,12
6187,6076,14,3,3,15,1,12
6342,6084,14,1,4,15,1,12
6349,5737,12,0,5,15,1,12
6131,4611,12,0,6,15,1,12
5710,2544,11,0,7,15,1,12
5054,1486,10,-1,8,15,1,12
4092,1332,10,-2,9,15,1,12
3139,1454,11,-2,10,15,1,12
2535,1627,12,-2,11,15,1,12
2237,1811,13,-1,12,15,1,12
2108,2092,13,0,13,15,1,12
2228,2199,14,1,14,15,1,12
2473,2308,14,3,15,15,1,12
2450,2145,14,6,16,15,1,12
988,906,14,7,17,15,1,12
0,0,15,9,18,15,1,12
163,235,15,10,19,15,1,12
663,669,16,11,20,15,1,12
1347,1157,16,11,21,15,1,12
2490,1945,16,13,22,15,1,12
3904,3123,17,14,23,15,1,12
5237,4427,18,15,24,15,1,12
7054,5928,20,17,1,16,2,12
7482,6419,20,18,2,16,2,12
7663,6663,21,19,3,16,2,12
7586,6736,23,20,4,16,2,12
7156,6612,22,20,5,16,2,12
5919,6087,23,21,6,16,2,12
3831,5133,24,22,7,16,2,12
2769,4100,25,23,8,16,2,12
2637,3100,25,23,9,16,2,12
2573,2501,25,24,10,16,2,12
2576,2283,24,22,11,16,2,12
2721,2275,24,21,12,16,2,12
2929,2384,24,21,13,16,2,12
2979,2512,25,22,14,16,2,12
3018,2462,26,22,15,16,2,12
2737,2093,28,22,16,16,2,12
1294,705,29,22,17,16,2,12
29,0,29,21,18,16,2,12
0,348,28,20,19,16,2,12
308,950,27,20,20,16,2,12
866,1631,27,18,21,16,2,12
1967,2541,26,17,22,16,2,12
3524,3736,24,16,23,16,2,12
4988,4982,23,16,24,16,2,12
7173,5206,22,17,1,17,3,12
7596,5812,22,16,2,17,3,12
7742,6187,23,17,3,17,3,12
7680,6342,23,16,4,17,3,12
7206,6349,23,17,5,17,3,12
5996,6131,23,15,6,17,3,12
3898,5710,22,12,7,17,3,12
2791,5054,21,9,8,17,3,12
2580,4092,21,9,9,17,3,12
2450,3139,22,9,10,17,3,12
2310,2535,24,9,11,17,3,12
2246,2237,24,8,12,17,3,12
2232,2108,25,7,13,17,3,12
2246,2228,26,6,14,17,3,12
2296,2473,25,5,15,17,3,12
2062,2450,25,4,16,17,3,12
853,988,24,4,17,17,3,12
0,0,22,4,18,17,3,12
185,163,21,4,19,17,3,12
672,663,20,4,20,17,3,12
1491,1347,18,4,21,17,3,12
2843,2490,17,4,22,17,3,12
4555,3904,16,4,23,17,3,12
6131,5237,14,4,24,17,3,12
5446,7054,12,3,1,18,4,12
5959,7482,12,2,2,18,4,12
6170,7663,10,2,3,18,4,12
6157,7586,8,1,4,18,4,12
5827,7156,6,-1,5,18,4,12
4724,5919,5,-2,6,18,4,12
2772,3831,5,-1,7,18,4,12
1745,2769,5,-2,8,18,4,12
1697,2637,5,-1,9,18,4,12
1823,2573,8,1,10,18,4,12
2020,2576,10,2,11,18,4,12
2228,2721,11,4,12,18,4,12
2476,2929,13,5,13,18,4,12
2623,2979,13,7,14,18,4,12
2745,3018,14,8,15,18,4,12
2538,2737,15,10,16,18,4,12
1161,1294,16,11,17,18,4,12
0,29,15,11,18,18,4,12
66,0,16,12,19,18,4,12
375,308,15,12,20,18,4,12
869,866,16,12,21,18,4,12
1975,1967,16,12,22,18,4,12
3528,3524,17,13,23,18,4,12
5064,4988,18,13,24,18,4,12
5273,7173,18,13,1,19,5,12
5771,7596,18,13,2,19,5,12
6013,7742,18,14,3,19,5,12
6054,7680,19,14,4,19,5,12
5717,7206,20,15,5,19,5,12
4616,5996,20,14,6,19,5,12
2582,3898,20,15,7,19,5,12
1522,2791,20,15,8,19,5,12
1503,2580,21,15,9,19,5,12
1597,2450,22,16,10,19,5,12
1749,2310,24,16,11,19,5,12
2009,2246,27,17,12,19,5,12
2395,2232,30,18,13,19,5,12
2530,2246,31,18,14,19,5,12
2638,2296,31,18,15,19,5,12
2415,2062,31,18,16,19,5,12
1022,853,30,18,17,19,5,12
0,0,28,18,18,19,5,12
80,185,28,18,19,19,5,12
398,672,27,17,20,19,5,12
952,1491,26,17,21,19,5,12
1992,2843,25,17,22,19,5,12
3531,4555,24,17,23,19,5,12
5114,6131,25,17,24,19,5,12
5135,5446,24,17,1,20,6,12
5669,5959,24,18,2,20,6,12
5944,6170,25,18,3,20,6,12
5977,6157,26,19,4,20,6,12
5636,5827,27,19,5,20,6,12
4560,4724,28,19,6,20,6,12
2561,2772,28,19,7,20,6,12
1430,1745,27,19,8,20,6,12
1334,1697,28,19,9,20,6,12
1433,1823,29,19,10,20,6,12
1599,2020,32,20,11,20,6,12
1848,2228,34,21,12,20,6,12
2197,2476,36,22,13,20,6,12
2285,2623,38,22,14,20,6,12
2307,2745,40,22,15,20,6,12
2075,2538,40,22,16,20,6,12
852,1161,39,23,17,20,6,12
0,0,38,23,18,20,6,12
242,66,36,23,19,20,6,12
744,375,36,24,20,20,6,12
1312,869,36,24,21,20,6,12
2171,1975,35,24,22,20,6,12
3362,3528,34,25,23,20,6,12
4717,5064,34,24,24,20,6,12
4406,5273,34,25,1,21,7,12
5037,5771,33,25,2,21,7,12
5373,6013,33,25,3,21,7,12
5485,6054,32,25,4,21,7,12
5382,5717,31,25,5,21,7,12
4943,4616,31,25,6,21,7,12
4137,2582,32,26,7,21,7,12
3225,1522,32,26,8,21,7,12
2292,1503,32,27,9,21,7,12
1749,1597,34,28,10,21,7,12
1620,1749,37,29,11,21,7,12
1753,2009,41,30,12,21,7,12
2032,2395,43,31,13,21,7,12
2278,2530,46,31,14,21,7,12
2413,2638,45,31,15,21,7,12
2216,2415,45,31,16,21,7,12
915,1022,43,31,17,21,7,12
0,0,43,31,18,21,7,12
217,80,42,31,19,21,7,12
693,398,41,31,20,21,7,12
1197,952,41,31,21,21,7,12
1907,1992,40,31,22,21,7,12
2918,3531,39,31,23,21,7,12
4074,5114,40,31,24,21,7,12
5257,5135,40,31,1,22,1,12
5855,5669,40,32,2,22,1,12
6192,5944,39,32,3,22,1,12
6351,5977,40,33,4,22,1,12
6327,5636,40,34,5,22,1,12
6064,4560,40,35,6,22,1,12
5474,2561,40,36,7,22,1,12
4665,1430,40,36,8,22,1,12
3634,1334,40,36,9,22,1,12
2762,1433,42,36,10,22,1,12
2304,1599,45,38,11,22,1,12
2027,1848,46,39,12,22,1,12
1924,2197,48,40,13,22,1,12
2000,2285,49,41,14,22,1,12
2078,2307,49,42,15,22,1,12
1893,2075,50,42,16,22,1,12
730,852,49,41,17,22,1,12
0,0,47,41,18,22,1,12
121,242,47,42,19,22,1,12
547,744,46,42,20,22,1,12
1005,1312,47,42,21,22,1,12
1902,2171,46,42,22,22,1,12
3136,3362,47,43,23,22,1,12
4401,4717,46,43,24,22,1,12
6681,4406,46,43,1,23,2,12
7210,5037,46,44,2,23,2,12
7454,5373,47,45,3,23,2,12
7465,5485,48,46,4,23,2,12
7161,5382,48,46,5,23,2,12
6216,4943,48,47,6,23,2,12
4745,4137,48,47,7,23,2,12
3355,3225,49,48,8,23,2,12
2420,2292,49,47,9,23,2,12
1844,1749,49,48,10,23,2,12
1564,1620,50,48,11,23,2,12
1469,1753,51,49,12,23,2,12
1547,2032,51,48,13,23,2,12
1597,2278,50,47,14,23,2,12
1631,2413,51,47,15,23,2,12
1481,2216,48,45,16,23,2,12
544,915,49,46,17,23,2,12
0,0,49,45,18,23,2,12
255,217,48,41,19,23,2,12
678,693,44,40,20,23,2,12
1214,1197,43,40,21,23,2,12
2118,1907,42,39,22,23,2,12
3418,2918,42,39,23,23,2,12
4837,4074,42,39,24,23,2,12
5446,5257,41,39,1,24,3,12
6033,5855,40,39,2,24,3,12
6318,6192,40,38,3,24,3,12
6381,6351,40,38,4,24,3,12
6095,6327,39,38,5,24,3,12
5294,6064,39,38,6,24,3,12
3983,5474,39,38,7,24,3,12
2757,4665,39,38,8,24,3,12
1827,3634,39,38,9,24,3,12
1212,2762,39,38,10,24,3,12
983,2304,39,39,11,24,3,12
1094,2027,38,37,12,24,3,12
1515,1924,37,36,13,24,3,12
1815,2000,37,35,14,24,3,12
1865,2078,37,36,15,24,3,12
1662,1893,38,36,16,24,3,12
532,730,38,37,17,24,3,12
0,0,37,36,18,24,3,12
757,121,38,37,19,24,3,12
1421,547,39,37,20,24,3,12
1810,1005,39,36,21,24,3,12
2208,1902,38,34,22,24,3,12
2757,3136,38,33,23,24,3,12
3575,4401,37,32,24,24,3,12
3486,6681,36,29,1,25,4,12
4021,7210,35,29,2,25,4,12
4305,7454,35,28,3,25,4,12
4324,7465,34,26,4,25,4,12
4194,7161,33,24,5,25,4,12
3723,6216,32,23,6,25,4,12
2989,4745,31,21,7,25,4,12
2180,3355,30,21,8,25,4,12
1371,2420,30,18,9,25,4,12
925,1844,30,17,10,25,4,12
826,1564,29,16,11,25,4,12
834,1469,31,17,12,25,4,12
1027,1547,31,16,13,25,4,12
1407,1597,32,16,14,25,4,12
1667,1631,33,15,15,25,4,12
1544,1481,33,14,16,25,4,12
639,544,31,14,17,25,4,12
0,0,30,15,18,25,4,12
30,255,30,16,19,25,4,12
91,678,28,16,20,25,4,12
219,1214,27,16,21,25,4,12
728,2118,26,14,22,25,4,12
1649,3418,26,14,23,25,4,12
2728,4837,24,10,24,25,4,12
6070,5446,22,9,1,26,5,12
6505,6033,21,7,2,26,5,12
6724,6318,19,6,3,26,5,12
6757,6381,18,5,4,26,5,12
6538,6095,17,3,5,26,5,12
5794,5294,15,3,6,26,5,12
4597,3983,14,1,7,26,5,12
3496,2757,13,1,8,26,5,12
2652,1827,13,1,9,26,5,12
1898,1212,14,0,10,26,5,12
1516,983,15,-1,11,26,5,12
1399,1094,18,0,12,26,5,12
1456,1515,19,0,13,26,5,12
1602,1815,21,1,14,26,5,12
1817,1865,22,1,15,26,5,12
1895,1662,22,1,16,26,5,12
971,532,21,1,17,26,5,12
0,0,20,3,18,26,5,12
172,757,20,3,19,26,5,12
655,1421,19,4,20,26,5,12
1286,1810,18,4,21,26,5,12
2257,2208,18,5,22,26,5,12
3569,2757,18,5,23,26,5,12
4856,3575,18,7,24,26,5,12
5366,3486,19,7,1,27,6,12
5864,4021,19,10,2,27,6,12
6105,4305,19,11,3,27,6,12
6117,4324,21,12,4,27,6,12
5824,4194,22,13,5,27,6,12
5012,3723,22,14,6,27,6,12
3736,2989,22,14,7,27,6,12
2729,2180,22,15,8,27,6,12
2076,1371,23,16,9,27,6,12
1780,925,24,17,10,27,6,12
1675,826,25,18,11,27,6,12
1683,834,26,20,12,27,6,12
1865,1027,27,22,13,27,6,12
2052,1407,28,25,14,27,6,12
2278,1667,30,25,15,27,6,12
2291,1544,31,26,16,27,6,12
1131,639,29,26,17,27,6,12
0,0,29,24,18,27,6,12
253,30,28,22,19,27,6,12
752,91,26,21,20,27,6,12
1346,219,25,20,21,27,6,12
2225,728,24,20,22,27,6,12
3434,1649,24,19,23,27,6,12
4667,2728,24,19,24,27,6,12
3853,6070,24,18,1,28,7,12
4366,6505,23,18,2,28,7,12
4632,6724,22,17,3,28,7,12
4752,6757,22,17,4,28,7,12
4642,6538,22,17,5,28,7,12
4230,5794,22,16,6,28,7,12
3548,4597,21,15,7,28,7,12
2874,3496,21,16,8,28,7,12
2099,2652,21,15,9,28,7,12
1442,1898,26,18,10,28,7,12
1110,1516,29,20,11,28,7,12
1147,1399,31,19,12,28,7,12
1560,1456,32,19,13,28,7,12
2075,1602,32,18,14,28,7,12
2352,1817,33,18,15,28,7,12
2272,1895,34,18,16,28,7,12
1142,971,33,18,17,28,7,12
0,0,30,18,18,28,7,12
88,172,29,18,19,28,7,12
458,655,29,19,20,28,7,12
933,1286,30,19,21,28,7,12
1671,2257,29,20,22,28,7,12
2651,3569,29,20,23,28,7,12
3734,4856,29,20,24,28,7,12
5193,5366,28,19,1,29,1,12
5704,5864,27,19,2,29,1,12
6020,6105,25,19,3,29,1,12
6148,6117,25,19,4,29,1,12
6116,5824,26,20,5,29,1,12
5832,5012,26,20,6,29,1,12
5321,3736,27,21,7,29,1,12
4704,2729,28,22,8,29,1,12
3845,2076,29,22,9,29,1,12
3037,1780,32,24,10,29,1,12
2558,1675,36,24,11,29,1,12
2292,1683,38,24,12,29,1,12
2106,1865,41,24,13,29,1,12
2026,2052,43,24,14,29,1,12
1972,2278,44,24,15,29,1,12
1662,2291,45,25,16,29,1,12
550,1131,43,25,17,29,1,12
0,0,40,25,18,29,1,12
236,253,38,25,19,29,1,12
798,752,35,26,20,29,1,12
1321,1346,36,26,21,29,1,12
2339,2225,35,26,22,29,1,12
3536,3434,34,26,23,29,1,12
4714,4667,34,25,24,29,1,12
7018,3853,32,25,1,30,2,12
7489,4366,32,25,2,30,2,12
7681,4632,32,25,3,30,2,12
7656,4752,31,25,4,30,2,12
7318,4642,32,26,5,30,2,12
6467,4230,32,26,6,30,2,12
5079,3548,34,26,7,30,2,12
3996,2874,32,26,8,30,2,12
3294,2099,33,27,9,30,2,12
2829,1442,35,28,10,30,2,12
2540,1110,37,29,11,30,2,12
2487,1147,38,30,12,30,2,12
2677,1560,40,31,13,30,2,12
2727,2075,40,32,14,30,2,12
2727,2352,39,34,15,30,2,12
2530,2272,38,35,16,30,2,12
1279,1142,38,36,17,30,2,12
0,0,38,36,18,30,2,12
51,88,38,37,19,30,2,12
443,458,38,37,20,30,2,12
994,933,37,36,21,30,2,12
1959,1671,37,36,22,30,2,12
3201,2651,38,36,23,30,2,12
4436,3734,37,35,24,30,2,12
5595,5193,36,33,1,31,3,12
6022,5704,35,32,2,31,3,12
6251,6020,34,32,3,31,3,12
6247,6148,34,31,4,31,3,12
5942,6116,34,32,5,31,3,12
5061,5832,34,32,6,31,3,12
3718,5321,34,31,7,31,3,12
2639,4704,34,31,8,31,3,12
2012,3845,36,31,9,31,3,12
1643,3037,36,31,10,31,3,12
1548,2558,37,29,11,31,3,12
1681,2292,37,24,12,31,3,12
1943,2106,35,20,13,31,3,12
2084,2026,35,18,14,31,3,12
2234,1972,33,15,15,31,3,12
2144,1662,31,12,16,31,3,12
1052,550,29,11,17,31,3,12
0,0,26,9,18,31,3,12
438,236,24,8,19,31,3,12
1281,798,22,8,20,31,3,12
2085,1321,21,6,21,31,3,12
2845,2339,19,5,22,31,3,12
3670,3536,17,5,23,31,3,12
4421,4714,16,4,24,31,3,12
4510,7018,15,3,1,1,4,1
5064,7489,13,3,2,1,4,1
5430,7681,13,2,3,1,4,1
5582,7656,12,1,4,1,4,1
5530,7318,12,1,5,1,4,1
5167,6467,12,0,6,1,4,1
4669,5079,12,0,7,1,4,1
4354,3996,11,1,8,1,4,1
3796,3294,11,1,9,1,4,1
3270,2829,13,1,10,1,4,1
2880,2540,15,0,11,1,4,1
2664,2487,17,1,12,1,4,1
2595,2677,19,2,13,1,4,1
2719,2727,21,5,14,1,4,1
2769,2727,22,6,15,1,4,1
2554,2530,23,8,16,1,4,1
1265,1279,23,10,17,1,4,1
0,0,22,10,18,1,4,1
51,51,21,12,19,1,4,1
481,443,20,12,20,1,4,1
1102,994,20,13,21,1,4,1
2120,1959,20,12,22,1,4,1
3359,3201,20,9,23,1,4,1
4501,4436,20,7,24,1,4,1
7800,5595,20,5,1,2,5,1
8144,6022,19,4,2,2,5,1
8303,6251,17,3,3,2,5,1
8242,6247,17,3,4,2,5,1
7870,5942,17,3,5,2,5,1
6798,5061,17,4,6,2,5,1
5083,3718,17,5,7,2,5,1
3848,2639,17,5,8,2,5,1
3272,2012,17,5,9,2,5,1
2763,1643,19,6,10,2,5,1
2361,1548,22,7,11,2,5,1
2071,1681,23,6,12,2,5,1
1977,1943,24,5,13,2,5,1
1960,2084,25,5,14,2,5,1
2030,2234,26,4,15,2,5,1
2009,2144,26,5,16,2,5,1
946,1052,25,5,17,2,5,1
0,0,24,5,18,2,5,1
296,438,23,5,19,2,5,1
932,1281,22,5,20,2,5,1
1704,2085,21,5,21,2,5,1
2785,2845,21,7,22,2,5,1
4040,3670,20,9,23,2,5,1
5162,4421,20,9,24,2,5,1
5960,4510,19,10,1,3,6,1
6429,5064,18,12,2,3,6,1
6599,5430,17,13,3,3,6,1
6599,5582,17,12,4,3,6,1
6350,5530,16,12,5,3,6,1
5669,5167,16,12,6,3,6,1
4638,4669,16,11,7,3,6,1
3830,4354,15,11,8,3,6,1
3066,3796,15,10,9,3,6,1
2447,3270,14,10,10,3,6,1
2055,2880,15,11,11,3,6,1
1955,2664,15,10,12,3,6,1
2009,2595,14,9,13,3,6,1
2165,2719,14,9,14,3,6,1
2356,2769,13,9,15,3,6,1
2300,2554,12,7,16,3,6,1
1239,1265,10,5,17,3,6,1
0,0,9,4,18,3,6,1
173,51,8,4,19,3,6,1
716,481,7,3,20,3,6,1
1317,1102,6,1,21,3,6,1
2244,2120,5,0,22,3,6,1
3416,3359,4,-1,23,3,6,1
4525,4501,3,-2,24,3,6,1
3555,7800,2,-2,1,4,7,1
4054,8144,2,-2,2,4,7,1
4319,8303,2,-3,3,4,7,1
4382,8242,2,-3,4,4,7,1
4245,7870,2,-2,5,4,7,1
3845,6798,3,-2,6,4,7,1
3138,5083,4,-1,7,4,7,1
2443,3848,4,-1,8,4,7,1
1622,3272,5,-1,9,4,7,1
1120,2763,6,0,10,4,7,1
1057,2361,7,-1,11,4,7,1
1288,2071,8,-1,12,4,7,1
1645,1977,9,-2,13,4,7,1
2019,1960,9,-3,14,4,7,1
2294,2030,10,-3,15,4,7,1
2250,2009,10,-5,16,4,7,1
1215,946,9,-7,17,4,7,1
0,0,7,-9,18,4,7,1
175,296,5,-10,19,4,7,1
703,932,4,-10,20,4,7,1
1232,1704,2,-12,21,4,7,1
2053,2785,1,-11,22,4,7,1
3092,4040,0,-12,23,4,7,1
4192,5162,-1,-12,24,4,7,1
4320,5960,0,-11,1,5,1,1
4871,6429,-2,-11,2,5,1,1
5163,6599,-2,-11,3,5,1,1
5267,6599,-4,-12,4,5,1,1
5199,6350,-3,-12,5,5,1,1
4938,5669,-3,-11,6,5,1,1
4394,4638,-3,-9,7,5,1,1
3838,3830,-3,-10,8,5,1,1
3105,3066,-1,-8,9,5,1,1
2550,2447,3,-7,10,5,1,1
2269,2055,7,-5,11,5,1,1
2163,1955,13,-5,12,5,1,1
2204,2009,17,-4,13,5,1,1
2324,2165,20,-3,14,5,1,1
2396,2356,22,0,15,5,1,1
2169,2300,23,3,16,5,1,1
953,1239,23,5,17,5,1,1
0,0,22,6,18,5,1,1
226,173,22,6,19,5,1,1
866,716,23,8,20,5,1,1
1566,1317,22,8,21,5,1,1
2756,2244,22,9,22,5,1,1
4077,3416,22,9,23,5,1,1
5261,4525,20,9,24,5,1,1
6076,3555,20,9,1,6,2,1
6539,4054,19,9,2,6,2,1
6764,4319,18,8,3,6,2,1
6811,4382,17,8,4,6,2,1
6536,4245,17,8,5,6,2,1
5555,3845,17,8,6,6,2,1
3724,3138,17,9,7,6,2,1
2583,2443,16,9,8,6,2,1
2348,1622,14,7,9,6,2,1
2169,1120,20,10,10,6,2,1
1989,1057,23,13,11,6,2,1
1952,1288,26,14,12,6,2,1
2082,1645,29,16,13,6,2,1
2164,2019,31,17,14,6,2,1
2222,2294,33,18,15,6,2,1
2054,2250,33,20,16,6,2,1
1108,1215,32,24,17,6,2,1
0,0,31,27,18,6,2,1
9,175,31,28,19,6,2,1
366,703,32,29,20,6,2,1
973,1232,32,29,21,6,2,1
2046,2053,32,30,22,6,2,1
3395,3092,33,31,23,6,2,1
4563,4192,33,32,24,6,2,1
8114,4320,34,33,1,7,3,1
8437,4871,35,34,2,7,3,1
8497,5163,36,36,3,7,3,1
8299,5267,38,37,4,7,3,1
7720,5199,38,38,5,7,3,1
6453,4938,39,39,6,7,3,1
4226,4394,41,40,7,7,3,1
3033,3838,44,43,8,7,3,1
2848,3105,49,48,9,7,3,1
2790,2550,50,50,10,7,3,1
2728,2269,51,51,11,7,3,1
2762,2163,51,49,12,7,3,1
2852,2204,50,48,13,7,3,1
2903,2324,48,45,14,7,3,1
2978,2396,47,43,15,7,3,1
2685,2169,43,38,16,7,3,1
1501,953,39,34,17,7,3,1
